SBSCRN_ACTVTY_KEY,SBSCRN_ID,ACTVTY_TYPE_ID,USED_ACTVTY_TYPE_ID,ACTVTY_DT,ACTVTY_TS,HHLD_ID,PRTY_KEY,PRTY_ID,PARNT_ACCT_KEY,PARNT_ACCT_ID,PARNT_ACCT_NUM,CHILD_ACCT_KEY,CHILD_ACCT_ID,CHILD_ACCT_NUM,VEH_KEY,DVC_KEY,dvc_id,EQMNT_KEY,EQMNT_ID,PLAN_KEY,PLAN_ID,OFR_ID,FROM_PLAN_KEY,FROM_PLAN_ID,FROM_OFR_ID,PROD_KEY,PROD_ID,FROM_PROD_KEY,FROM_PROD_ID,PKG_ID,FROM_PKG_ID,FEAT_ID,AGN_KEY,cust_rep_id,PTNR_ID,LNKD_INET_FL,MRD_TYPE_CD,SBSCR_LIFCYC_KEY,CONV_REP_OWN_SEGMT_KEY,OWNR_TYPE2_KEY,DEACTIVATION_REASON_CODE,TRIAL_ID,SRVC_ID,RENW_ID,FROM_RENW_ID,COLL_SCNRO_ID,SRVC_LVL_PMT_KEY,NONPAY_SRVC_KEY,BILLING_METHOD,FROM_BILLING_METHOD,SLFPAY_TURNOVER_RSN,SLFPAY_TURNOVER_DT,FUTURE_DEACTVN_DT,SCHD_SEASONAL_SUSP_REACTVN_DT,Call_Reason,Call_Disposition,INSE_USER_ID,INSE_TS,UPDT_USER_ID,UPDT_TS,Save_Activity,Deact_Activity_By_Save_Agent,Conversion_Activity_By_Save_Agent,Save_Opportunity_Activity
331,447000000000.0,331,?,2019-02-19 00:00:00,2/19/19 0:00,5000000000000.0,672035193.0,5000000000000.0,331,90414,4.47E+11,657215663,447000000000.0,4.47E+11,168815,996777317,75412,5360,4237.2,8239,331.0,1951,8239,25368046457,1951,7063,25368042975,7063,25368042975,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,6,331,OEMManager,12166,Y,Single,14321516202,-1,95,0,287017214,447000000000.0,1618609202,1618609202,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,22,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
332,450000000000.0,332,?,2019-07-20 00:00:00,7/20/19 0:00,5000000000000.0,722627329.0,5000000000000.0,332,94852,4.50E+11,754104346,450000000000.0,4.50E+11,-1,-1,95047,-1,-1.0,8750,332.0,2846,8750,3.07E+11,2846,13550,307000000000,13550,3.07E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,332,OEMManager,901,Y,Linked,15706330896,-1,284,0,298765045,450000000000.0,1795922439,1795922439,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,23,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
333,422000000000.0,333,?,2016-10-21 00:00:00,10/21/16 0:00,5000000000000.0,136816933.0,5000000000000.0,333,42810,3.07E+11,288739266,307000000000.0,3.07E+11,-1,234541595,43460,1236,310.2,2742,333.0,2637,2742,25368044365,2637,7527,25368047320,7527,25368047320,SIR_AUD_EVT,SIR_AUD_EVT,8,333,Not Applicable,11621,N,Multi ,3466447243,-2,95,0,-2,422000000000.0,644637341,644637340,4.28E+11,?,41507836,Credit Card,Credit Card,Not Applicable,?,11/16/16,?,24,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
334,-1.0,334,?,2008-09-18 00:00:00,9/18/08 0:00,5000000000000.0,17317597.0,5000000000000.0,334,25851,1.04E+11,57543793,104000000000.0,1.04E+11,-1,4317627,1328,169,-758.1,361,334.0,3929,?,?,?,5244,9000019708,?,?,SIR_AUD_EVT,?,8,334,root.0.0.0.1,405,Y,Single,4617959,-2,95,?,2120798,104000000000.0,4260813,?,?,?,?,Invoice,?,?,?,?,?,25,?,UP_EDWDBA,2008-09-18 00:00:00,UP_EDWDBA,2008-09-18 00:00:00,0,0,0,0
335,411000000000.0,335,?,2018-05-04 00:00:00,5/4/18 0:00,5000000000000.0,419058007.0,5000000000000.0,335,54838,4.11E+11,216063931,411000000000.0,4.11E+11,47409,678193984,58317,3129,2203.2,7688,335.0,2529,9086,4.09E+11,2532,7397,25368046868,7397,25368046868,SIR_AUD_EVT,SIR_AUD_EVT,8,335,4823PH,12170,Y,Single,11058905112,-2,95,?,67484507,411000000000.0,1333926086,949071137,?,?,?,Credit Card,Credit Card,?,?,?,?,26,?,UP_EDWDBA,2018-05-04 00:00:00,UP_EDWDBA,2018-05-04 00:00:00,0,0,0,0
336,-1.0,336,?,2016-09-13 00:00:00,9/13/16 0:00,5000000000000.0,140145398.0,5000000000000.0,336,57100,4.13E+11,205232425,413000000000.0,4.13E+11,49008,148630078,83029,3129,2203.2,4143,336.0,2532,4145,4.09E+11,2552,7397,25368046868,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,336,2765AC,12170,N,Single,3090768963,-2,95,?,84369036,423000000000.0,1116092197,1116092195,?,?,?,Credit Card,Credit Card,?,?,?,?,27,?,UP_EDWDBA,2016-09-13 00:00:00,UP_EDWDBA,2016-09-13 00:00:00,0,0,0,0
337,306000000000.0,337,?,2015-02-05 00:00:00,2/5/15 0:00,5000000000000.0,45108585.0,5000000000000.0,337,41633,3.06E+11,102846208,306000000000.0,3.06E+11,20353,143731551,80211,4093,3167.2,-1,337.0,-1,-1,-1,-1,-1,-1,-1,-1,?,?,-1,337,Not Applicable,12162,N,Single,-1,-2,-1,0,-2,306000000000.0,-1,-1,4.11E+11,?,14981583,Credit Card,Credit Card,Not Applicable,?,3/3/15,?,28,?,UP_EDWDBA,2019-01-19 22:51:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
338,25502420657.0,338,?,2017-02-05 00:00:00,2/5/17 0:00,5000000000000.0,234191779.0,5000000000000.0,338,1929,1-113722835,54759096,25502419761.0,1-25502419761,1022,216669095,104948,3228,2302.2,2837,338.0,2647,2965,25368045261,2651,7447,25368047042,7383,25368046820,SIR_AUD_EVT,SIR_AUD_EVT,8,338,1334MP,12162,Y,Multi ,4361626486,-2,95,?,100732472,25502418353.0,1268638877,1268638878,?,?,?,Credit Card,Credit Card,?,?,?,?,29,?,UP_EDWDBA,2017-02-05 00:00:00,UP_EDWDBA,2017-02-05 00:00:00,0,0,0,0
339,435000000000.0,339,?,2017-08-23 00:00:00,8/23/17 0:00,5000000000000.0,267438255.0,5000000000000.0,339,55623,4.12E+11,440877002,412000000000.0,4.12E+11,39156,618224951,50295,954,28.2,9088,339.0,2552,9088,4.09E+11,1599,7489,25368047188,7489,25368047188,SIR_AUD_EVT_SXM,SIR_AUD_EVT_SXM,8,339,271QPMIB,12162,Y,Single,8503395246,-2,40,0,240652487,435000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,30,?,up_edwetl_TLD,2019-01-19 21:20:00,up_edwetl_TLD,2019-01-19 21:20:00,0,0,0,0
340,419000000000.0,340,?,2016-07-11 00:00:00,7/11/16 0:00,5000000000000.0,164142655.0,5000000000000.0,340,45582,3.11E+11,215142828,419000000000.0,4.19E+11,116903,243414664,58446,2356,1430.2,6975,340.0,1437,3914,3.10E+11,1437,12190,410000000000,10266,3.10E+11,SIR_AUD_EVT,SIR_AUD_ALLACCESS,8,340,INV Lockbox,12177,Y,Single,2309866161,-2,95,0,-2,419000000000.0,950002168,950002168,4.26E+11,?,36248905,Invoice,Invoice,Not Applicable,?,?,?,31,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:09:00,0,0,0,0
341,454000000000.0,341,?,2019-12-19 00:00:00,12/19/19 0:00,5000000000000.0,3479369580.0,5000000000000.0,341,43452,3.08E+11,832143858,308000000000.0,3.08E+11,-1,1049766464,71178,5023,4091.2,8982,341.0,247,8982,4.03E+11,247,13940,25368047360,13940,25368047360,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,341,Not Applicable,11621,Y,Multi ,16797771378,-2,95,0,-2,454000000000.0,1995250204,1952423168,4.60E+11,?,94087627,Credit Card,Credit Card,Not Applicable,?,1/14/20,?,32,?,UP_EDWETL_TLD,2019-12-20 08:56:00,UP_EDWETL_TLD,2019-12-20 03:31:00,0,0,0,0
342,23954447889.0,342,?,2016-06-13 00:00:00,6/13/16 0:00,5000000000000.0,9252329.0,5000000000000.0,342,11333,1-4911840281,225774777,2808039718.0,1-4911840281,26092,194807367,36805,1319,393.2,2837,342.0,2647,4434,4.15E+11,2537,7447,25368047042,10751,4.15E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,342,INV Lockbox,12162,N,MULTI ,2274105260,-2,7,0,-2,23954445073.0,604547161,604547160,4.25E+11,?,34957775,Invoice,Invoice,Not Applicable,?,?,?,33,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:09:00,0,0,0,0
343,-1.0,343,?,2006-01-08 00:00:00,1/8/06 0:00,5000000000000.0,34693035.0,5000000000000.0,343,4557,495148928,6179890,495148928.0,495148928,-1,11655628,2373,98,-829.1,-1,343.0,5957,?,?,?,5859,9000026928,?,?,SIR_AUD_EVT,?,8,343,root.0.0.0.1,11918,N,Multi ,16868823,-2,95,?,6656709,677474209.0,15602341,?,?,?,?,Credit Card,?,?,?,?,?,34,?,UP_EDWDBA,2006-01-08 00:00:00,UP_EDWDBA,2006-01-08 00:00:00,0,0,0,0
344,431000000000.0,344,?,2019-09-29 00:00:00,9/29/19 0:00,5000000000000.0,3244372851.0,5000000000000.0,344,68004,4.27E+11,702785289,431000000000.0,4.31E+11,137324,640467899,42345,2382,1456.2,7845,344.0,2635,7845,25368044877,2635,12044,25368047320,12044,25368047320,SIR_AUD_EVT,SIR_AUD_EVT,8,344,Not Applicable,2524,Y,Single,16129723031,-2,95,0,-2,431000000000.0,1869106494,1828075297,4.58E+11,?,90106648,Invoice,Invoice,Not Applicable,?,10/27/19,?,35,?,UP_EDWETL_TLD,2019-09-30 08:37:00,UP_EDWETL_TLD,2019-09-30 03:32:00,0,0,0,0
345,431000000000.0,345,?,2018-10-12 00:00:00,10/12/18 0:00,5000000000000.0,405983778.0,5000000000000.0,345,51781,4.07E+11,394432735,431000000000.0,4.31E+11,115051,339605711,65204,4714,3785.2,9444,345.0,2201,8342,25368046873,1576,10829,419000000000,11883,25368042973,SIR_AUD_EVT,SIR_AUD_EVT,8,345,1884MP,12162,Y,Single,12694102225,-2,95,?,218711896,431000000000.0,1480353144,1424522083,?,?,?,Invoice,Invoice,?,?,?,?,36,?,UP_EDWDBA,2018-10-12 00:00:00,UP_EDWDBA,2018-10-12 00:00:00,0,0,0,0
346,448000000000.0,346,?,2019-08-06 00:00:00,8/6/19 0:00,5000000000000.0,656869913.0,5000000000000.0,346,78136,4.37E+11,705807723,441000000000.0,4.41E+11,153317,902366195,37086,5379,4256.2,7960,346.0,1582,8970,4.03E+11,244,11936,25368043389,12049,25368047360,SIR_AUD_PKG_MM,SIR_AUD_ALLACCESS,8,346,CUWI,10554,Y,Single,15840833704,-2,95,?,261547191,448000000000.0,1817248072,1781751152,?,?,?,Credit Card,Credit Card,?,?,?,?,37,?,UP_EDWDBA,2019-08-06 00:00:00,UP_EDWDBA,2019-08-06 00:00:00,0,0,0,0
347,452000000000.0,347,?,2019-05-07 00:00:00,5/7/19 0:00,5000000000000.0,698237980.0,5000000000000.0,347,98348,4.52E+11,712876801,452000000000.0,4.52E+11,93626,673130725,37312,3129,2203.2,10067,347.0,1607,10067,4.45E+11,1607,13064,445000000000,13064,4.45E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,347,OEMManager,12170,Y,Single,15039302510,-1,1,0,308019821,452000000000.0,1695686058,1695686058,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,38,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
348,-1.0,348,?,2010-03-04 00:00:00,3/4/10 0:00,5000000000000.0,41261515.0,5000000000000.0,348,15731,1-10570357639,32892297,5226103147.0,1-10570357639,-1,127549592,69933,2547,1621.2,1168,348.0,8441,?,?,?,5409,9000021673,?,?,SIR_AUD_ALLACCESS,?,8,348,385AD,12166,U,Single,417875467,-2,95,?,75551040,5225662826.0,779047023,?,?,?,?,Credit Card,?,?,?,?,?,39,?,UP_EDWDBA,2010-03-04 00:00:00,UP_EDWDBA,2010-03-04 00:00:00,0,0,0,0
349,443000000000.0,349,20009,2019-06-26 00:00:00,6/26/19 0:00,5000000000000.0,593217239.0,5000000000000.0,349,20047,1-21501389840,742748323,21501389840.0,1-21501389840,42783,761308274,18184,63,-864.1,9915,349.0,2206,9084,4.09E+11,2558,13094,438000000000,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,349,2659RPH,8457,Y,Single,15483284764,-2,7,?,127256500,443000000000.0,1754422212,1571846739,?,?,?,Credit Card,Credit Card,?,?,?,?,40,Save - 12 months for $60,up_edwetl_TLD,2019-06-26 00:00:00,up_edwetl_TLD,2019-06-26 00:00:00,1,0,0,1
350,-1.0,350,?,2017-05-04 00:00:00,5/4/17 0:00,5000000000000.0,251653077.0,5000000000000.0,350,66415,4.25E+11,385492780,425000000000.0,4.25E+11,125447,302058666,31963,-1,-1.0,6777,350.0,2552,6773,4.09E+11,2558,7489,25368047188,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,350,816RLP,12162,N,Single,6283891586,-2,95,200,191632386,433000000000.0,567635916,567635915,?,?,?,Credit Card,Credit Card,?,?,?,?,41,?,UP_EDWDBA,2017-05-04 00:00:00,UP_EDWDBA,2017-05-04 00:00:00,0,0,0,0
351,-1.0,351,?,2017-03-12 00:00:00,3/12/17 0:00,5000000000000.0,27121250.0,5000000000000.0,351,42758,3.07E+11,208136417,307000000000.0,3.07E+11,42936,190485334,19158,1325,399.2,5172,351.0,2529,4143,4.09E+11,2532,7397,25368046868,7397,25368046868,SIR_DATA_TRVLLNK_SE,SIR_DATA_TRVLLNK_SE,8,351,17329CB,12162,N,Single,4614906792,-2,95,?,40272845,417000000000.0,438177808,438177807,?,?,?,Credit Card,Credit Card,?,?,?,?,42,?,UP_EDWDBA,2017-03-12 00:00:00,UP_EDWDBA,2017-03-12 00:00:00,0,0,0,0
352,450000000000.0,352,?,2019-02-27 00:00:00,2/27/19 0:00,5000000000000.0,673852280.0,5000000000000.0,352,95160,4.50E+11,659853291,450000000000.0,4.50E+11,10232,1010718812,98275,2481,1555.2,8864,352.0,1604,8864,3.11E+11,1604,7146,25368043159,7146,25368043159,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,352,OEMManager,12162,Y,Single,14389663664,-1,25,0,299440444,450000000000.0,1626298440,1626298440,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,43,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
353,446000000000.0,353,?,2018-10-03 00:00:00,10/3/18 0:00,5000000000000.0,522991504.0,5000000000000.0,353,89241,4.46E+11,601834614,446000000000.0,4.46E+11,40839,874889868,53444,1325,399.2,8550,353.0,1773,8550,25747069217,1773,7136,25368043135,7136,25368043135,SIR_DATA_TRVLLNK_SEXM,SIR_DATA_TRVLLNK_SEXM,2,353,web1,12162,Y,Single,12622134373,-1,7,0,282928440,446000000000.0,1472852490,1472852490,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,44,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
354,424000000000.0,354,?,2016-05-13 00:00:00,5/13/16 0:00,5000000000000.0,55289940.0,5000000000000.0,354,65278,4.24E+11,219111024,424000000000.0,4.24E+11,1484,27616032,6869,706,-221.1,4143,354.0,2532,3924,3.11E+11,2532,7397,25368046868,10277,3.11E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,354,INV Lockbox,8457,N,Single,2100311047,-2,95,0,-2,424000000000.0,344063311,344063311,4.24E+11,?,33766365,Invoice,Invoice,Not Applicable,?,?,?,45,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:09:00,0,0,0,0
355,401000000000.0,355,?,2015-06-05 00:00:00,6/5/15 0:00,5000000000000.0,42343320.0,5000000000000.0,355,45627,3.11E+11,117531855,311000000000.0,3.11E+11,14007,37756158,11349,215,-712.1,2837,355.0,2647,3917,3.10E+11,2548,7447,25368047042,7581,25368047508,SIR_AUD_EVT,SIR_AUD_EVT,8,355,Not Applicable,11771,N,Single,126368047,-2,96,0,-2,401000000000.0,377037306,117305050,4.14E+11,?,19606195,Invoice,Invoice,Not Applicable,?,7/3/15,?,46,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
356,-1.0,356,?,2018-07-25 00:00:00,7/25/18 0:00,5000000000000.0,5000000000000.0,5000000000000.0,356,41763,3.06E+11,587197105,306000000000.0,3.06E+11,39117,146948616,81824,990,64.2,9088,356.0,2651,-2,-2,-2,7489,25368047188,-2,-2,SIR_AUD_EVT,Unknown,8,356,root.0.0.0.1,12162,N,-1,12224549410,-2,95,17,83628483,438000000000.0,1108428088,?,4.43E+11,-2,68815465,Invoice,?,?,?,?,?,47,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
357,-1.0,357,?,2010-02-25 00:00:00,2/25/10 0:00,5000000000000.0,30205921.0,5000000000000.0,357,3428,1-398723611,3778685,269758765.0,1-398723611,-1,149989031,83826,3711,2785.2,812,357.0,5957,?,?,?,5859,9000026928,?,?,SIR_AUD_EVT,?,8,357,root.0.0.0.1,12077,U,Multi ,477928976,-2,95,?,85730864,318356785.0,830891811,?,?,?,?,Credit Card,?,?,?,?,?,48,?,UP_EDWDBA,2010-02-25 00:00:00,UP_EDWDBA,2010-02-25 00:00:00,0,0,0,0
358,108000000000.0,358,?,2013-10-16 00:00:00,10/16/13 0:00,5000000000000.0,909796.0,5000000000000.0,358,7177,1120272515,11632232,1120272515.0,1120272515,-1,-1,3525,-1,-1.0,2900,358.0,1505,?,?,?,7087,25368043027,?,?,SIR_AUD_EVT,?,7,358,15917S,9999,I,Linked,30434147,-2,95,?,106955718,108000000000.0,28227006,?,?,?,?,Credit Card,?,?,?,?,?,49,?,UP_EDWDBA,2013-10-16 00:00:00,UP_EDWDBA,2013-10-16 00:00:00,0,0,0,0
359,-1.0,359,?,2009-11-30 00:00:00,11/30/09 0:00,5000000000000.0,10669329.0,5000000000000.0,359,1039,1504710,151372,1427495.0,1504710,-1,-1,4511,-1,-1.0,-1,359.0,-1,361,9000031097,-1,5820,9000026625,5200,9000019089,SIR_AUD_EVT,SIR_AUD_EVT,7,359,1679AL,1979,U,Linked,44800296,-2,95,?,13802295,106000000000.0,41703482,41703480,?,?,?,Credit Card,Credit Card,?,?,?,?,50,?,UP_EDWDBA,2009-11-30 00:00:00,UP_EDWDBA,2009-11-30 00:00:00,0,0,0,0
360,448000000000.0,360,?,2019-05-01 00:00:00,5/1/19 0:00,5000000000000.0,696752510.0,5000000000000.0,360,91389,4.48E+11,709198213,448000000000.0,4.48E+11,169604,1026340837,79610,5677,4528.2,8897,360.0,3019,8897,3.12E+11,3019,10325,312000000000,10325,3.12E+11,SIR_DATA_NAVTRAF_TRVLLNK_EVT_BO,SIR_DATA_NAVTRAF_TRVLLNK_EVT_BO,2,360,OEMManager,12162,Y,Single,15001300442,-1,95,0,290087629,448000000000.0,1690366480,1690366480,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,51,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
361,448000000000.0,361,?,2019-07-02 00:00:00,7/2/19 0:00,5000000000000.0,714510599.0,5000000000000.0,361,91683,4.48E+11,745363092,448000000000.0,4.48E+11,-1,-1,40849,-1,-1.0,8739,361.0,1610,8739,3.07E+11,1610,10093,307000000000,10093,3.07E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,361,OEMManager,901,Y,Linked,15564228993,-1,285,0,291042800,448000000000.0,1772128548,1772128548,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,52,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
362,-1.0,362,?,2016-06-15 00:00:00,6/15/16 0:00,5000000000000.0,117062679.0,5000000000000.0,362,60064,4.17E+11,191335123,417000000000.0,4.17E+11,15415,110567390,59783,1329,403.2,2837,362.0,2647,4434,4.15E+11,2537,7447,25368047042,10751,4.15E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,362,570QC,12162,N,Single,2288842805,-2,7,?,163930422,421000000000.0,958601052,958601051,?,?,?,Credit Card,Credit Card,?,?,?,?,53,?,UP_EDWDBA,2016-06-15 00:00:00,UP_EDWDBA,2016-06-15 00:00:00,0,0,0,0
363,440000000000.0,363,20009,2019-03-18 00:00:00,3/18/19 0:00,5000000000000.0,628112221.0,5000000000000.0,363,64481,4.23E+11,560510069,440000000000.0,4.40E+11,148263,923648164,60885,5494,4369.2,9771,363.0,2133,8859,3.10E+11,2137,13254,433000000000,12113,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,363,5331PH,12162,Y,Single,14563561638,-2,95,?,257151245,440000000000.0,1644385483,1655035521,?,?,?,Credit Card,Credit Card,?,?,?,?,54,Save - All Access 6mo for $54.00,up_edwetl_TLD,2019-03-18 00:00:00,up_edwetl_TLD,2019-03-18 00:00:00,1,0,0,1
364,441000000000.0,364,?,2019-01-09 00:00:00,1/9/19 0:00,5000000000000.0,661177646.0,5000000000000.0,364,83139,4.41E+11,642246225,441000000000.0,4.41E+11,137682,836147747,79487,5379,4256.2,8239,364.0,1951,8239,25368046457,1951,7063,25368042975,7063,25368042975,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,6,364,OEMManager,3331,Y,Single,13956114822,-1,95,0,261327698,441000000000.0,1582709594,1582709594,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,55,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
365,-1.0,365,?,2011-03-15 00:00:00,3/15/11 0:00,5000000000000.0,5554949.0,5000000000000.0,365,14675,1-9217321993,31362489,4697634153.0,1-9217321993,-1,70855437,35953,2547,1621.2,-1,365.0,5458,1557,9000034043,-1,5616,9000024906,5616,9000024906,SIR_AUD_EVT,SIR_AUD_EVT,8,365,568AD,12166,U,Single,272180268,-2,7,?,51996421,4697605314.0,238414394,238414391,?,?,?,Invoice,Invoice,?,?,?,?,56,?,UP_EDWDBA,2011-03-15 00:00:00,UP_EDWDBA,2011-03-15 00:00:00,0,0,0,0
366,431000000000.0,366,?,2018-01-31 00:00:00,1/31/18 0:00,5000000000000.0,428772546.0,5000000000000.0,366,70039,4.29E+11,502947601,429000000000.0,4.29E+11,28927,169309230,95683,3129,2203.2,7688,366.0,2529,7813,25368044749,2532,7397,25368046868,12008,25368047042,SIR_AUD_EVT,SIR_AUD_EVT,8,366,899RQSS,12177,N,Single,10250439612,-2,7,0,-2,431000000000.0,1199595476,1199595474,4.39E+11,?,61935896,Invoice,Invoice,Not Applicable,?,?,?,57,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:06:00,0,0,0,0
367,424000000000.0,367,?,2017-09-03 00:00:00,9/3/17 0:00,5000000000000.0,293363947.0,5000000000000.0,367,45787,3.11E+11,276882077,424000000000.0,4.24E+11,118486,471367858,26941,267,-660.1,9088,367.0,2552,7813,25368044749,2647,7489,25368047188,12008,25368047042,SIR_DATA_TRVLLNK_TRAF_SE,SIR_DATA_TRVLLNK_TRAF_SE,8,367,4407PH,1979,Y,Single,8416817547,-2,95,17,186997831,424000000000.0,525063057,525063056,?,?,?,Credit Card,Credit Card,?,?,?,?,58,?,UP_EDWDBA,2017-09-03 00:00:00,UP_EDWDBA,2017-09-03 00:00:00,0,0,0,0
368,-1.0,368,?,2018-09-04 00:00:00,9/4/18 0:00,5000000000000.0,464923105.0,5000000000000.0,368,78005,4.36E+11,518691140,436000000000.0,4.36E+11,114164,703301798,26226,359,-568.1,7845,368.0,2635,7879,25368045013,2553,12044,25368047320,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,368,CUWI,1978,N,Single,12367270902,-2,95,?,244392636,440000000000.0,1447502305,516014558,?,?,?,Credit Card,Credit Card,?,?,?,?,59,?,UP_EDWDBA,2018-09-04 00:00:00,UP_EDWDBA,2018-09-04 00:00:00,0,0,0,0
369,428000000000.0,369,?,2018-01-10 00:00:00,1/10/18 0:00,5000000000000.0,444144011.0,5000000000000.0,369,69113,4.28E+11,501521984,428000000000.0,4.28E+11,127586,627747752,27761,215,-712.1,8658,369.0,1598,8658,3.05E+11,1598,7146,25368043159,7146,25368043159,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,369,OEMManager,11771,Y,Single,10104134361,-1,95,0,204305483,428000000000.0,535672367,535672367,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,60,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
370,446000000000.0,370,?,2019-11-13 00:00:00,11/13/19 0:00,5000000000000.0,3384822179.0,5000000000000.0,370,89371,4.46E+11,811525126,446000000000.0,4.46E+11,-1,-1,100674,-1,-1.0,8658,370.0,1598,8658,3.05E+11,1598,10023,305000000000,10023,3.05E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,370,OEMManager,901,Y,Linked,16538347307,-1,285,0,283072319,446000000000.0,1945952202,1945952202,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,61,?,UP_EDWETL_COD,2019-11-14 15:21:00,UP_EDWETL_COD,2019-11-14 12:34:00,0,0,0,0
371,432000000000.0,371,?,2018-08-24 00:00:00,8/24/18 0:00,5000000000000.0,256579013.0,5000000000000.0,371,73599,4.32E+11,589189093,432000000000.0,4.32E+11,40742,876615117,77393,3129,2203.2,7845,371.0,2635,8970,4.03E+11,244,12044,25368047320,12049,25368047360,SIR_AUD_EVT,SIR_AUD_ALLACCESS,8,371,CUWI,12170,Y,Single,12271061894,-2,95,?,80376695,432000000000.0,1439241177,1412380273,?,?,?,Credit Card,Credit Card,?,?,?,?,62,?,UP_EDWDBA,2018-08-24 00:00:00,UP_EDWDBA,2018-08-24 00:00:00,0,0,0,0
372,307000000000.0,372,?,2016-04-07 00:00:00,4/7/16 0:00,5000000000000.0,7786938.0,5000000000000.0,372,30750,1.10E+11,106910004,307000000000.0,3.07E+11,43727,115974637,63148,2356,1430.2,4040,372.0,240,3915,3.10E+11,1842,7315,25368043519,10316,3.11E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,372,1429AB,12177,Y,Multi ,1850371603,-2,95,?,70780595,307000000000.0,981485320,981485319,?,?,?,Credit Card,Credit Card,?,?,?,?,63,?,UP_EDWDBA,2016-04-07 00:00:00,UP_EDWDBA,2016-04-07 00:00:00,0,0,0,0
